"ID","RA_ICRS","DE_ICRS","plx","pmRA","pmDE","UCC_ID","N_50","r_50","RA_ICRS_m","DE_ICRS_m","plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","C1","C2","C3"
"CWNU 2553",274.03574,-15.23668,0.602,0.163,-1.367,"UCC G015.3+00.6",0,4.2,274.031,-15.243,0.578,0.18,-1.384,-5.978,1,0.3,0.47,"CC"
"Ryu 216",272.6105,-14.48561,"nan","nan","nan","UCC G015.3+02.2",176,3.2,272.599,-14.473,0.367,-0.477,-2.013,-21.765,3,0.73,0.31,"BC"
"OC 0027",274.95346,-15.70564,0.43,-0.119,-2.052,"UCC G015.3-00.3",177,6.0,274.961,-15.696,0.412,-0.134,-2.038,22.184,12,0.36,0.74,"CB"
"NGC 6716;Collinder 393;OCL 46;ESO 592 05;MWSC 3020",283.616,-19.888,1.405,-1.476,-6.013,"UCC G015.3-09.5",158,14.2,283.598,-19.854,1.406,-1.463,-6.054,5.119,59,1.0,0.87,"AA"
"Ryu 726",276.13622,-16.27227,"nan","nan","nan","UCC G015.4-01.5",0,1.5,276.137,-16.277,0.387,-1.67,-2.957,48.586,2,0.2,0.25,"DC"
"HSC 183",275.63762,-16.00257,0.329,0.66,-0.228,"UCC G015.4-01.0",25,2.6,275.619,-15.998,0.34,0.664,-0.199,9.28,5,0.53,0.69,"BB"
"HSC 184",273.73037,-14.98552,0.59,0.342,-1.532,"UCC G015.4+01.0",21,4.5,273.714,-15.013,0.583,0.33,-1.528,"nan",0,0.5,0.52,"CB"
"Ryu 217",278.19739,-17.24564,"nan","nan","nan","UCC G015.4-03.7",0,0.9,278.202,-17.25,0.071,-3.391,-6.845,11.293,1,0.54,0.24,"BD"
"Ryu 218",277.02858,-16.64295,"nan","nan","nan","UCC G015.5-02.5",63,3.1,277.019,-16.638,0.229,-1.263,-2.707,24.68,7,0.24,0.5,"DC"
"HSC 186",275.42485,-15.79272,0.313,-0.449,-2.296,"UCC G015.5-00.7",19,7.8,275.417,-15.834,0.314,-0.449,-2.28,34.807,3,0.56,0.54,"BB"
"MWSC 4511",295.41126,-24.45757,"nan","nan","nan","UCC G015.5-21.3",0,4.0,295.412,-24.495,0.198,-2.05,-4.745,-103.737,1,0.16,0.24,"DD"
"ASCC 94;MWSC 2858",273.90111,-14.975,0.601,-0.213,-1.112,"UCC G015.5+00.9",34,9.0,273.889,-14.946,0.599,-0.201,-1.128,-4.535,3,0.84,0.59,"AB"
"Ryu 727",275.20883,-15.60616,"nan","nan","nan","UCC G015.6-00.4",357,2.7,275.246,-15.593,0.359,-0.125,-1.972,4.079,14,1.0,0.45,"AC"
"UBC 342",273.914,-14.925,0.605,-0.171,-1.043,"UCC G015.6+00.9",42,13.2,273.904,-14.947,0.608,-0.154,-1.131,-24.941,4,0.74,0.7,"BB"
"CWWDL 13679",274.639,-15.1947,0.566,-0.527,-0.86,"UCC G015.7+00.1",140,9.3,274.605,-15.213,0.581,-0.504,-0.89,-5.637,9,0.95,0.84,"AA"
"HSC 187",273.25004,-14.46653,0.584,0.156,-1.9,"UCC G015.7+01.7",64,7.6,273.233,-14.476,0.585,0.16,-1.922,10.451,3,0.9,0.63,"AB"
"OC 0028",274.6422,-15.18034,0.576,-0.518,-0.888,"UCC G015.7+00.1a",120,7.9,274.614,-15.205,0.58,-0.51,-0.894,0.946,6,0.77,0.83,"AA"
"CWNU 1995",276.64446,-16.17674,0.527,-0.89,-1.576,"UCC G015.7-01.9",22,5.3,276.655,-16.167,0.511,-0.898,-1.566,-21.11,2,0.47,0.9,"CA"
"NGC 6645;Melotte 205;Collinder 383;OCL 48;MWSC 2946",278.158,-16.918,0.543,1.34,-0.633,"UCC G015.7-03.6",590,6.7,278.149,-16.918,0.55,1.33,-0.637,-3.992,35,1.0,1.0,"AA"
"NGC 6605;OCL 47;MWSC 2882",274.34807,-14.97888,"nan","nan","nan","UCC G015.7+00.5",19,7.2,274.331,-15.007,0.386,-1.868,-5.343,14.529,1,0.26,0.35,"CC"
"Ryu 219",278.76435,-17.17611,"nan","nan","nan","UCC G015.7-04.2",34,1.8,278.764,-17.174,0.303,-1.382,-2.406,-16.61,3,0.73,0.34,"BC"
"ESO 464 09",314.904,-29.395,"nan","nan","nan","UCC G015.9-39.4",0,7.1,314.922,-29.378,0.314,0.07,-3.981,"nan",0,0.1,0.33,"DC"
"Ryu 728",276.7054,-16.00668,"nan","nan","nan","UCC G015.9-01.9",0,1.4,276.708,-16.007,0.066,-3.503,-6.407,"nan",0,0.81,0.27,"AC"
"HSC 188",250.00174,-0.6039,4.662,-9.223,-14.522,"UCC G015.9+28.5",52,136.3,249.974,-0.372,4.602,-9.404,-14.435,-14.48,13,0.66,0.45,"BC"
"Ryu 729",271.98459,-13.4327,"nan","nan","nan","UCC G016.0+03.2",0,1.4,271.989,-13.449,0.191,-3.184,-6.884,107.643,1,0.57,0.26,"BC"
"ASCC 99;MWSC 2999",282.17,-18.488,3.367,5.188,-1.311,"UCC G016.0-07.7",116,42.3,282.187,-18.439,3.366,5.208,-1.444,-30.593,47,1.0,0.61,"AB"
"Ryu 730",270.92402,-12.77978,"nan","nan","nan","UCC G016.0+04.5",70,2.7,270.925,-12.786,0.234,-1.823,-3.576,26.383,4,0.46,0.28,"CC"
"Ryu 731",273.92792,-14.33894,"nan","nan","nan","UCC G016.1+01.2",0,2.0,273.933,-14.346,0.579,-0.775,-2.284,9.045,1,0.19,0.31,"DC"
"Ryu 732",276.94975,-15.88163,"nan","nan","nan","UCC G016.1-02.1",25,2.2,276.957,-15.882,0.131,-2.1,-4.488,28.422,1,0.13,0.41,"DC"
"Ryu 733",274.30529,-14.52505,"nan","nan","nan","UCC G016.1+00.7",83,2.1,274.301,-14.532,0.464,-0.874,-2.784,-22.962,5,0.89,0.37,"AC"
"CWWDL 14497",269.3993,-11.8584,0.924,1.493,-1.456,"UCC G016.1+06.2",45,8.2,269.498,-11.723,0.894,1.451,-1.467,-14.848,9,0.97,1.0,"AA"
"HSC 190",246.3972,1.85484,9.033,-25.383,-22.604,"UCC G016.1+32.9",27,185.7,246.358,1.874,8.712,-24.764,-21.957,-17.185,13,0.04,0.32,"DC"
"UBC 99",282.02357,-18.30197,1.062,-1.158,-4.096,"UCC G016.1-07.5",72,6.9,282.004,-18.289,1.059,-1.127,-4.139,7.92,28,1.0,1.0,"AA"
"Ryu 220",271.24657,-12.85212,"nan","nan","nan","UCC G016.1+04.2",0,1.6,271.242,-12.85,0.088,-3.578,-6.812,"nan",0,0.65,0.31,"BC"
"UPK 13",282.007,-18.281,1.063,-1.131,-4.104,"UCC G016.1-07.4",117,8.0,282.006,-18.278,1.059,-1.14,-4.141,7.427,31,1.0,0.92,"AA"
"Ryu 734",275.79915,-15.2181,"nan","nan","nan","UCC G016.2-00.8",87,2.6,275.8,-15.191,0.37,-0.24,-1.137,21.801,5,0.67,0.36,"BC"
"Ryu 735",275.23236,-14.92677,"nan","nan","nan","UCC G016.2-00.1",39,3.8,275.202,-14.947,0.342,-0.503,-2.123,15.008,4,0.6,0.39,"BC"
"HSC 192",282.74155,-18.55244,0.335,-3.836,-7.464,"UCC G016.2-08.2",0,4.1,282.735,-18.548,0.321,-3.878,-7.468,"nan",0,0.16,0.42,"DC"
"CWNU 1884",276.671,-15.60092,0.438,0.622,0.294,"UCC G016.2-01.7",26,6.1,276.662,-15.57,0.438,0.648,0.274,-10.776,1,0.38,0.74,"CB"
"HSC 193",272.62413,-13.48973,0.642,3.501,-5.286,"UCC G016.2+02.7",32,7.6,272.62,-13.472,0.62,3.378,-5.246,44.153,1,0.5,0.24,"CD"
"Bica 46",269.39162,-11.68851,"nan","nan","nan","UCC G016.3+06.3",0,2.4,269.399,-11.702,0.115,-3.856,-6.302,25.055,1,0.46,0.29,"CC"
"Bica 47",269.43717,-11.69086,"nan","nan","nan","UCC G016.3+06.3a",33,9.5,269.429,-11.71,0.118,-3.67,-6.173,139.128,1,0.6,0.51,"BB"
"HSC 194",275.73487,-15.02687,0.728,-0.79,-3.314,"UCC G016.3-00.6",43,9.3,275.713,-15.001,0.721,-0.802,-3.36,-27.976,15,1.0,0.63,"AB"
"HSC 191",289.47396,-21.35403,3.55,0.721,-11.381,"UCC G016.3-15.1",0,30.8,289.185,-21.349,3.471,0.989,-10.923,7.011,4,0.28,0.21,"CD"
"FSR 0050;MWSC 2659",264.96817,-9.10564,"nan","nan","nan","UCC G016.3+11.4",62,8.8,264.939,-9.122,0.232,-2.151,-1.058,11.878,1,0.24,0.38,"DC"
"Ruprecht 135;OCL 49;MWSC 2759",269.511,-11.646,0.901,1.42,-1.415,"UCC G016.4+06.2",94,6.0,269.511,-11.637,0.884,1.433,-1.444,-14.848,17,1.0,0.88,"AA"
"Ryu 13",271.1467,-12.51278,"nan","nan","nan","UCC G016.4+04.4",121,2.6,271.148,-12.516,0.111,-3.489,-6.092,108.279,8,0.95,0.31,"AC"
"Ruprecht 171;OCL 50;MWSC 2944",278.012,-16.062,0.62,7.677,1.091,"UCC G016.4-03.0",1266,8.6,278.009,-16.061,0.634,7.706,1.074,5.399,161,1.0,0.9,"AA"
"Ruprecht 145;OCL 52;ESO 592 02;MWSC 3005",282.636,-18.27,1.651,8.329,-4.08,"UCC G016.4-08.0",324,21.0,282.656,-18.272,1.652,8.353,-4.12,-55.423,127,1.0,0.82,"AA"
"MWSC 5717",293.67382,-22.88955,"nan","nan","nan","UCC G016.4-19.3",160,6.3,293.67,-22.899,0.226,-1.787,-4.665,37.091,5,0.92,0.39,"AC"
"HSC 195",278.2334,-16.07119,0.639,-0.91,-5.021,"UCC G016.5-03.2",0,6.1,278.212,-16.091,0.647,-0.923,-5.019,"nan",0,0.87,0.5,"AC"
"PHOC 20",276.99874,-15.42143,0.859,-2.663,-3.576,"UCC G016.5-01.9",25,6.9,277.012,-15.351,0.873,-2.679,-3.59,16.412,9,0.86,0.8,"AA"
"Kronberger 25;J1822.6-1443;MWSC 2901",275.667,-14.727,0.268,-0.343,-1.827,"UCC G016.5-00.4",94,5.4,275.667,-14.715,0.295,-0.328,-1.901,-240.386,1,0.72,0.77,"BA"
"HSC 196",269.98449,-11.68227,0.536,-2.233,-5.11,"UCC G016.6+05.8",0,4.7,269.981,-11.678,0.536,-2.282,-5.111,"nan",0,0.14,0.45,"DC"
"UBC 1014",276.55,-15.15,0.48,-0.72,-2.73,"UCC G016.6-01.4",29,8.6,276.568,-15.147,0.484,-0.706,-2.722,"nan",0,0.63,0.78,"BA"
"CWWDL 14359",277.0251,-15.3822,0.88,-2.644,-3.673,"UCC G016.6-01.9",0,5.3,277.03,-15.389,0.876,-2.669,-3.61,12.939,6,0.78,0.64,"AB"
"Teutsch J1823.4-1447",275.85175,-14.78096,"nan","nan","nan","UCC G016.6-00.6",34,6.9,275.849,-14.708,0.333,-0.97,-2.068,14.923,2,0.18,0.57,"DB"
"HXHWL 57",277.0235,-15.35589,0.86,-2.7,-3.56,"UCC G016.6-01.9a",25,6.9,277.017,-15.336,0.878,-2.679,-3.586,16.97,10,0.85,0.78,"AA"
"Kharchenko 2",275.587,-14.585,"nan","nan","nan","UCC G016.6-00.3",117,4.5,275.581,-14.589,0.361,-0.63,-2.312,50.065,6,0.75,0.6,"AB"
"CWNU 132",276.49631,-15.04476,0.544,-1.399,-2.23,"UCC G016.6-01.3",83,5.2,276.509,-15.053,0.537,-1.415,-2.238,-3.155,8,0.9,0.74,"AB"
"Kharchenko 3",275.74626,-14.6505,0.337,-0.815,-2.478,"UCC G016.6-00.4",63,5.5,275.754,-14.643,0.354,-0.795,-2.518,-3.886,3,0.15,0.75,"DA"
"CWNU 1853",275.7501,-14.6484,0.343,-0.801,-2.508,"UCC G016.6-00.5",28,1.8,275.744,-14.652,0.336,-0.793,-2.539,-3.886,3,0.38,0.81,"CA"
"FSR 0051;MWSC 2843",273.26928,-13.32909,"nan","nan","nan","UCC G016.7+02.2",63,9.1,273.254,-13.352,0.39,0.168,-1.589,-42.549,2,0.45,0.47,"CC"
"Ryu 738",271.9854,-12.62379,"nan","nan","nan","UCC G016.7+03.6",0,1.6,271.983,-12.629,0.06,-2.695,-5.962,45.719,2,0.85,0.32,"AC"
"Ryu 739",271.45646,-12.33851,"nan","nan","nan","UCC G016.7+04.2",0,1.2,271.454,-12.333,0.04,-2.984,-5.332,120.591,1,0.54,0.34,"BC"
"Ryu 740",271.35584,-12.22707,"nan","nan","nan","UCC G016.7+04.4",69,2.4,271.355,-12.232,0.138,-3.15,-6.511,83.557,3,0.82,0.27,"AC"
"HSC 189",278.6835,-16.02562,2.014,-3.617,-9.599,"UCC G016.7-03.6",32,43.8,278.793,-16.05,1.995,-3.648,-9.635,2.792,12,0.73,0.37,"BC"
"FSR 0052;MWSC 2942",278.01912,-15.68574,"nan","nan","nan","UCC G016.7-02.9",0,2.6,278.008,-15.668,0.243,-3.61,-6.04,25.577,1,0.1,0.47,"DC"
"CWNU 1811",274.94729,-14.10899,0.593,0.603,-1.185,"UCC G016.8+00.4",69,8.4,274.904,-14.089,0.57,0.606,-1.189,62.062,2,0.49,0.67,"CB"
"Kronberger 2;DSH J1821.3-1417;MWSC 2898",275.329,-14.28503,0.611,0.047,-1.909,"UCC G016.8+00.0",24,4.5,275.409,-14.277,0.608,0.041,-1.921,25.9,1,0.35,0.81,"CA"
"Ryu 741",275.56604,-14.38493,"nan","nan","nan","UCC G016.8-00.2",48,2.7,275.574,-14.378,0.405,-0.444,-1.876,"nan",0,0.75,0.33,"BC"
"CWNU 1877",275.41346,-14.28808,0.609,0.04,-1.912,"UCC G016.8+00.0a",24,3.9,275.422,-14.277,0.606,0.036,-1.911,13.291,1,0.51,0.79,"BA"
"CWNU 1642",276.67181,-14.92034,0.343,-0.309,-2.744,"UCC G016.8-01.4",23,3.7,276.683,-14.923,0.335,-0.325,-2.748,45.931,2,0.49,0.9,"CA"
"CWNU 2518",276.70098,-14.91882,0.519,1.125,-0.409,"UCC G016.8-01.4a",23,4.6,276.7,-14.925,0.521,1.122,-0.404,"nan",0,0.75,0.86,"AA"
"CWWDL 13478",276.7912,-14.9618,0.461,-0.708,-2.775,"UCC G016.8-01.5",26,6.0,276.769,-14.983,0.471,-0.696,-2.779,"nan",0,0.9,0.73,"AB"
"HSC 197",273.00691,-12.99211,0.469,0.276,-1.171,"UCC G016.8+02.6",50,7.8,272.984,-13.028,0.477,0.279,-1.147,-13.946,7,0.86,0.57,"AB"
"CWNU 2698",276.50942,-14.7731,0.335,0.005,-1.328,"UCC G016.9-01.2",56,4.3,276.522,-14.756,0.337,0.003,-1.325,29.006,7,0.46,0.89,"CA"
"NGC 6611",274.688,-13.792,0.566,0.178,-1.576,"UCC G016.9+00.8",1126,4.8,274.686,-13.791,0.55,0.202,-1.618,4.647,44,1.0,0.85,"AA"
"Dolidze 28",276.3725,-14.653,"nan","nan","nan","UCC G016.9-01.0",10,9.1,276.39,-14.609,0.436,-0.371,-2.485,52.881,3,0.3,0.53,"CB"
"HSC 198",276.10028,-14.49021,0.283,-1.745,-4.621,"UCC G016.9-00.7",178,6.5,276.103,-14.488,0.271,-1.763,-4.615,18.01,24,1.0,0.59,"AB"
"MWSC 4288",251.04788,-0.1337,"nan","nan","nan","UCC G017.0+27.9",0,6.2,251.07,-0.121,0.199,-2.527,-3.929,-41.34,2,0.43,0.26,"CC"
"Ryu 744",276.88168,-14.86541,"nan","nan","nan","UCC G017.0-01.5",151,2.6,276.886,-14.873,0.18,-2.407,-5.347,55.343,6,0.54,0.43,"BC"
"Mamajek 2;mu Oph Cluster;MWSC 2650",264.42748,-8.06147,4.998,-10.559,-20.211,"UCC G017.0+12.3",31,44.8,264.711,-7.817,4.907,-10.364,-20.283,-16.942,9,0.52,0.48,"BC"
"Ryu 223",275.04086,-13.85249,"nan","nan","nan","UCC G017.0+00.4",88,3.4,275.033,-13.844,0.615,0.165,-2.059,-15.053,4,0.18,0.42,"DC"
"Ryu 224",280.75623,-16.6675,"nan","nan","nan","UCC G017.1-05.7",55,2.1,280.747,-16.677,0.124,-3.482,-7.23,86.556,3,0.49,0.33,"CC"
"CWNU 2051",276.2682,-14.39685,0.281,-0.509,-2.679,"UCC G017.1-00.8",15,5.5,276.256,-14.403,0.273,-0.494,-2.678,13.012,1,0.24,0.72,"DB"
"Ryu 747",273.52333,-12.96603,"nan","nan","nan","UCC G017.1+02.2",44,2.0,273.522,-12.978,0.114,-2.609,-5.126,-12.353,1,0.64,0.28,"BC"
"Ryu 748",272.71306,-12.53539,"nan","nan","nan","UCC G017.1+03.1",44,3.2,272.712,-12.549,-0.02,-3.631,-6.2,108.602,2,0.87,0.28,"AC"
"Trumpler 32;Harvard 19;Collinder 372;OCL 55;MWSC 2873",274.294,-13.349,0.578,-1.052,1.158,"UCC G017.1+01.3",1108,7.9,274.295,-13.346,0.579,-1.026,1.157,15.91,33,1.0,0.9,"AA"
"FSR 0054",277.605,-15.045,"nan","nan","nan","UCC G017.1-02.2",31,6.0,277.594,-15.0,0.126,-3.118,-5.248,165.093,3,0.67,0.63,"BB"
"UBC 343",276.989,-14.72,0.472,-0.711,-2.685,"UCC G017.1-01.5",79,9.3,277.023,-14.68,0.476,-0.645,-2.702,"nan",0,1.0,1.0,"AA"
"Teutsch 269",277.00475,-14.72465,"nan","nan","nan","UCC G017.1-01.6",0,3.0,277.004,-14.722,0.305,-0.906,-2.887,"nan",0,0.13,0.53,"DB"
"CWWDL 5701",276.9718,-14.6936,0.476,-0.654,-2.713,"UCC G017.2-01.5",78,4.9,277.006,-14.712,0.476,-0.657,-2.718,"nan",0,1.0,1.0,"AA"
"Teutsch 263",275.45631,-13.89115,0.451,-0.667,-2.235,"UCC G017.2+00.1",460,7.7,275.501,-13.899,0.445,-0.668,-2.254,22.08,27,1.0,0.74,"AB"
"OC 0029",275.45554,-13.88807,0.484,-0.635,-2.246,"UCC G017.2+00.1a",563,8.4,275.506,-13.894,0.439,-0.663,-2.26,19.599,34,1.0,0.69,"AB"
"MWSC 5337",256.85174,-3.33469,"nan","nan","nan","UCC G017.2+21.2",68,9.5,256.852,-3.334,0.219,-2.459,-2.344,13.414,3,0.46,0.38,"CC"
"CWNU 2696",275.22204,-13.68235,0.566,0.207,-1.004,"UCC G017.3+00.4",113,15.1,275.31,-13.711,0.562,0.201,-1.003,-14.726,4,0.7,0.62,"BB"
"Ryu 750",277.99431,-15.03174,"nan","nan","nan","UCC G017.3-02.6",0,1.0,277.989,-15.031,0.222,-2.129,-4.099,91.574,2,0.54,0.28,"BC"
"Ryu 226",270.86508,-11.29967,"nan","nan","nan","UCC G017.3+05.2",0,1.5,270.862,-11.297,0.297,-2.061,-4.935,"nan",0,0.15,0.25,"DD"
"CWNU 1308",276.1407,-14.07058,0.323,-0.636,-2.038,"UCC G017.3-00.5",82,4.3,276.149,-14.079,0.325,-0.656,-2.021,38.674,7,0.51,0.79,"BA"
"CWWDL 14696",264.4346,-7.6639,5.1,-11.083,-20.904,"UCC G017.3+12.5",53,40.6,264.297,-7.938,5.118,-11.182,-21.006,-17.797,19,0.56,0.79,"BA"
"Ryu 751",275.40977,-13.66973,"nan","nan","nan","UCC G017.4+00.2",40,2.7,275.409,-13.667,0.329,-0.71,-2.009,8.104,1,0.91,0.35,"AC"
"NGC 6737;ESO 592 08;MWSC 3042",285.584,-18.54907,"nan","nan","nan","UCC G017.4-10.6",0,2.8,285.577,-18.549,0.298,-4.011,-5.832,"nan",0,0.14,0.32,"DC"
"Ryu 752",278.61209,-15.25007,"nan","nan","nan","UCC G017.4-03.2",0,0.8,278.611,-15.26,0.175,-2.693,-3.889,5.094,2,0.27,0.28,"CC"
"Ryu 753",277.81674,-14.84135,"nan","nan","nan","UCC G017.4-02.3",21,3.3,277.828,-14.844,0.14,-1.759,-3.415,87.217,4,0.12,0.52,"DB"
"Ryu 754",278.86125,-15.35127,"nan","nan","nan","UCC G017.4-03.4",0,1.1,278.862,-15.355,0.213,-3.161,-5.369,"nan",0,0.29,0.26,"CC"
"CWNU 1612",276.60428,-14.20923,0.332,-0.915,-2.885,"UCC G017.4-01.0",21,10.2,276.622,-14.211,0.331,-0.909,-2.88,37.632,1,0.34,0.65,"CB"
"CWNU 2388",276.85817,-14.24828,0.424,-0.155,-1.225,"UCC G017.5-01.2",25,8.3,276.879,-14.187,0.406,-0.14,-1.24,-18.025,1,0.06,0.66,"DB"
"CWNU 448",283.76865,-17.58634,0.91,0.091,-3.888,"UCC G017.5-08.6",0,7.7,283.805,-17.593,0.924,0.043,-3.911,7.899,9,0.96,0.46,"AC"
"UBC 1015",276.74,-14.11,0.3,-0.77,-2.12,"UCC G017.6-01.0",445,4.2,276.742,-14.108,0.297,-0.768,-2.116,-2.763,68,1.0,1.0,"AA"
"Teutsch 268",276.74045,-14.10587,0.308,-0.773,-2.121,"UCC G017.6-01.0a",744,4.8,276.737,-14.111,0.299,-0.763,-2.115,-2.543,77,1.0,1.0,"AA"
"Teutsch 266",276.51681,-13.9905,"nan","nan","nan","UCC G017.6-00.8",0,0.8,276.528,-13.964,0.352,0.386,-2.018,"nan",0,0.85,0.74,"AB"
"HSC 200",276.42329,-13.93978,0.234,-0.404,-1.921,"UCC G017.6-00.7",12,3.2,276.424,-13.939,0.244,-0.412,-1.929,11.965,3,0.33,0.7,"CB"
"CWNU 493",273.7962,-12.559,0.57,-0.41,-0.86,"UCC G017.6+02.1",28,5.8,273.798,-12.559,0.581,-0.402,-0.849,-26.789,2,0.42,0.77,"CA"
"OC 0030",273.79884,-12.55554,0.594,-0.442,-0.826,"UCC G017.6+02.1a",27,5.5,273.796,-12.551,0.58,-0.395,-0.857,-26.789,2,0.35,0.79,"CA"
"UPK 16",287.36,-19.11,1.196,-0.428,-5.166,"UCC G017.6-12.4",38,14.3,287.304,-19.124,1.244,-0.343,-5.16,4.837,12,0.81,0.65,"AB"
"CWNU 367",274.11475,-12.71925,0.699,-1.122,-0.608,"UCC G017.6+01.8",43,9.5,274.124,-12.666,0.673,-1.129,-0.577,-24.835,1,0.66,0.58,"BB"
"CWNU 1659",276.5392,-13.95787,0.395,0.34,-2.048,"UCC G017.6-00.8a",32,5.4,276.534,-13.959,0.383,0.344,-2.03,-30.631,3,0.34,0.58,"CB"
"HSC 201",284.5282,-17.82773,0.078,1.1,0.929,"UCC G017.6-09.4",0,1.9,284.539,-17.832,0.125,1.114,0.747,"nan",0,0.1,0.13,"DD"
"Teutsch 267",276.52692,-13.95045,"nan","nan","nan","UCC G017.6-00.8b",44,1.2,276.532,-13.962,0.352,0.436,-2.021,15.05,3,0.89,0.72,"AB"
"Ryu 755",278.33499,-14.831,"nan","nan","nan","UCC G017.6-02.8",0,0.7,278.333,-14.834,0.234,-1.265,-3.631,8.31,1,0.18,0.32,"DC"
"CWNU 296",277.23894,-14.26569,0.533,-0.074,-1.01,"UCC G017.7-01.5",21,3.4,277.235,-14.247,0.525,-0.075,-1.019,"nan",0,0.68,0.82,"BA"
"CWWDL 13480",277.2535,-14.2475,0.534,0.141,-0.897,"UCC G017.7-01.6",0,3.4,277.26,-14.238,0.521,0.13,-0.935,"nan",0,0.47,0.63,"CB"
"CWNU 1968",276.91993,-14.06818,0.492,-0.552,-0.752,"UCC G017.7-01.2",17,4.5,276.934,-14.092,0.482,-0.556,-0.782,-22.231,4,0.5,0.71,"CB"
"Ryu 756",278.00988,-14.61186,"nan","nan","nan","UCC G017.7-02.4",0,0.8,278.002,-14.612,0.211,-3.026,-6.285,"nan",0,0.58,0.24,"BD"
"HSC 202",275.77318,-13.45228,0.532,0.017,-1.413,"UCC G017.7+00.0",25,4.7,275.734,-13.5,0.53,-0.011,-1.397,-10.174,2,0.14,0.55,"DB"
"Ryu 757",272.17087,-11.50523,"nan","nan","nan","UCC G017.8+04.0",36,2.3,272.166,-11.504,0.069,-2.983,-5.918,78.485,1,0.82,0.23,"AD"
"UBC 1594",276.48738,-13.73715,0.34,-0.665,-3.654,"UCC G017.8-00.7",11,1.7,276.494,-13.737,0.347,-0.675,-3.607,32.858,1,0.37,1.0,"CA"
"Ryu 758",279.2302,-15.05158,"nan","nan","nan","UCC G017.8-03.6",56,1.9,279.225,-15.054,0.099,-2.85,-5.789,79.974,5,0.94,0.44,"AC"
"Ryu 759",276.15502,-13.49959,"nan","nan","nan","UCC G017.8-00.3",24,1.8,276.143,-13.504,0.542,-0.606,-2.091,43.647,2,0.17,0.38,"DC"
"Ryu 227",273.98334,-12.36811,"nan","nan","nan","UCC G017.8+02.0",77,1.5,273.988,-12.371,0.402,-0.416,-2.388,-28.07,4,0.53,0.31,"BC"
"Ryu 760",276.26036,-13.51982,"nan","nan","nan","UCC G017.9-00.4",31,2.1,276.256,-13.535,0.365,-0.7,-2.471,114.25,2,0.4,0.31,"CC"
"CWNU 2470",275.88373,-13.30985,0.541,0.752,-0.215,"UCC G017.9+00.0",28,4.5,275.889,-13.316,0.538,0.735,-0.214,-50.653,1,0.29,0.69,"CB"
"Ryu 761",279.15263,-14.93468,"nan","nan","nan","UCC G017.9-03.5",40,2.0,279.15,-14.93,0.125,-2.527,-5.373,75.354,4,0.86,0.45,"AC"
"Ryu 762",279.63675,-15.16256,"nan","nan","nan","UCC G017.9-04.0",37,2.1,279.635,-15.165,0.257,-0.386,-4.213,-25.241,1,0.2,0.38,"DC"
"FSR 0055",276.17583,-13.39717,"nan","nan","nan","UCC G017.9-00.2",0,2.5,276.176,-13.404,0.368,-1.261,-3.441,-6.614,1,0.5,0.31,"CC"
"Ryu 763",276.6172,-13.61239,"nan","nan","nan","UCC G018.0-00.7",0,1.4,276.623,-13.607,0.346,-0.628,-2.161,"nan",0,0.27,0.32,"CC"
"CWNU 1708",275.61559,-12.99353,0.473,-1.459,-1.891,"UCC G018.0+00.3",26,4.6,275.619,-13.017,0.47,-1.451,-1.864,52.508,2,0.82,0.62,"AB"
"Ryu 764",275.23153,-12.78387,"nan","nan","nan","UCC G018.1+00.8",67,1.8,275.237,-12.78,0.11,-3.308,-6.513,"nan",0,0.94,0.26,"AC"
"UPK 17",279.741,-15.034,1.479,0.894,-7.856,"UCC G018.1-04.1",94,16.5,279.762,-15.008,1.487,0.934,-7.933,-22.26,42,1.0,0.7,"AB"
"OC 0031",276.29041,-13.27974,0.479,-0.447,-2.298,"UCC G018.1-00.3",167,2.9,276.29,-13.275,0.479,-0.437,-2.297,26.445,9,1.0,0.78,"AA"
"CWNU 2663",276.88595,-13.56902,0.353,-0.598,-1.027,"UCC G018.1-00.9",44,9.4,276.915,-13.567,0.337,-0.594,-1.031,-1.39,4,0.85,0.72,"AB"
"UBC 1016",278.31251,-14.27848,0.549,0.114,0.955,"UCC G018.1-02.5",63,8.0,278.316,-14.284,0.554,0.095,0.957,23.481,7,1.0,1.0,"AA"
"CWWDL 11420",274.1945,-12.1218,0.49,-0.662,-2.5,"UCC G018.2+02.0",138,6.0,274.23,-12.121,0.489,-0.663,-2.434,38.92,4,1.0,0.78,"AA"
"NGC 6604",274.51385,-12.24395,0.457,-0.45,-2.372,"UCC G018.2+01.6",99,3.8,274.5,-12.237,0.467,-0.461,-2.43,-137.188,2,1.0,0.94,"AA"
"Ryu 770",273.65521,-11.76305,"nan","nan","nan","UCC G018.2+02.6",113,3.3,273.663,-11.733,0.092,-2.931,-5.906,58.316,1,1.0,0.29,"AC"
"UBC 1017",275.3614,-12.63874,0.559,-1.054,-2.481,"UCC G018.2+00.7",22,5.5,275.37,-12.65,0.554,-1.051,-2.483,13.447,3,0.76,1.0,"AA"
"UBC 1018",275.9066,-12.91407,0.373,-0.121,-0.725,"UCC G018.2+00.1",330,4.6,275.918,-12.909,0.362,-0.125,-0.718,18.575,12,1.0,1.0,"AA"
